,Make,Engine Capacity(CC),Mileage(miles),Year,Price
35385,Suzuki,1500.0,84506.48214427741,2011,2250000.0
35386,Toyota,1300.0,148886.75137198757,1994,1100000.0
35387,Suzuki,1300.0,78817.82887934463,2003,699000.0
35388,Toyota,1600.0,26097.590073968026,2018,3329999.9999999995
35389,Honda,1800.0,55302.03610912272,2012,1910000.0
35390,Honda,1300.0,34486.101169172034,2014,2350000.0
35391,Toyota,1300.0,39146.38511095204,2017,2660000.0
35392,Suzuki,660.0,74564.54306848007,2011,1050000.0
35393,Toyota,1800.0,113089.55698719478,2014,2850000.0
35394,Toyota,1500.0,93205.67883560009,2013,2395000.0
35395,Honda,1600.0,124274.23844746679,1997,750000.0
35396,Suzuki,800.0,27340.332458442692,2018,985000.0
35397,Suzuki,660.0,16155.650998170682,2018,2200000.0
35398,Toyota,2500.0,68350.83114610674,2004,2895000.0
35399,Mitsubishi,1300.0,76428.65664519207,2005,1200000.0
35400,Haval,1500.0,0.621371192237334,2021,7475000.0
35401,Honda,1300.0,105633.10268034677,2014,1990000.0
35402,Toyota,1300.0,62137.119223733396,2006,1520000.0
35403,Honda,1500.0,96312.53479678676,2012,2350000.0
35404,Honda,1600.0,124274.23844746679,2002,1150000.0
35405,Suzuki,660.0,38525.01391871471,2015,1660000.0000000002
35406,Suzuki,660.0,54867.07627455659,2015,1820000.0
35407,Toyota,1300.0,76428.65664519207,1994,725000.0
35408,Honda,1800.0,6.2137119223733395,2000,800000.0
35409,Honda,1500.0,93205.67883560009,1995,800000.0
35410,Suzuki,1000.0,37282.27153424003,2018,1925000.0
35411,Daihatsu,660.0,63379.86160820806,2012,1300000.0
35412,Honda,1600.0,150371.8285214348,2002,1280000.0
35413,Toyota,2700.0,35418.157957528034,2015,17500000.0
35414,Toyota,1300.0,76428.65664519207,1994,725000.0
35415,Suzuki,1000.0,7642.865664519208,2008,825000.0
35416,Chevrolet,800.0,62137.119223733396,2005,565000.0
35417,Suzuki,1300.0,39767.75630318937,2018,1720000.0
35418,Toyota,1500.0,80778.25499085341,1993,1300000.0
35419,Nissan,660.0,11184.681460272011,2017,1850000.0
35420,Toyota,1600.0,58408.89207030939,2015,3000000.0
35421,Toyota,1600.0,106875.84506482143,2016,3050000.0
35422,Toyota,1000.0,18676.553925077547,2019,2650000.0
35423,Honda,1800.0,103147.61791139744,2007,1720000.0
35424,Suzuki,800.0,27651.01805456136,2016,915000.0
35425,Honda,1300.0,117439.15533285611,2005,1275000.0
35426,Honda,1500.0,31068.559611866698,2017,4800000.0
35427,Suzuki,1000.0,49709.69537898671,2015,965000.0
35428,Nissan,1300.0,62137.119223733396,2005,900000.0
35429,Suzuki,800.0,24854.847689493356,2013,810000.0
35430,Toyota,1500.0,7862.831066571223,2003,1050000.0
35431,Toyota,1800.0,46602.839417800045,2015,3225000.0
35432,Daihatsu,800.0,84149.19370874095,2009,775000.0
35433,Daihatsu,660.0,98176.64837349876,2017,1520000.0
35434,Toyota,1300.0,29204.446035154695,2018,3125000.0
35435,Suzuki,1000.0,74564.54306848007,2007,590000.0
35436,Suzuki,1300.0,33554.044380816034,2014,1495000.0
35437,Suzuki,1000.0,44738.725841088046,2008,960000.0
35438,Honda,1800.0,43495.98345661337,2016,2950000.0
35439,Toyota,2000.0,62137.119223733396,2002,1500000.0
35440,Honda,1500.0,90098.82287441342,2002,935000.0
35441,Toyota,1300.0,2299.0734112781356,2020,3650000.0
35442,Suzuki,800.0,37282.27153424003,2015,680000.0
35443,Toyota,1300.0,42708.08478485644,2015,2245000.0
35444,Honda,1500.0,17298.97399188738,2015,2875000.0
35445,Honda,1800.0,28583.074842917362,2018,3700000.0
35446,Suzuki,1000.0,27552.84140618786,2007,700000.0
35447,Toyota,1000.0,57787.52087807206,2007,1420000.0
35448,Toyota,2800.0,23301.419708900023,2018,9450000.0
35449,Suzuki,1000.0,55923.40730136005,2011,1100000.0
35450,Honda,1500.0,45360.09703332538,2014,3250000.0
35451,Suzuki,1000.0,93205.67883560009,2011,935000.0
35452,Toyota,1300.0,270834.5760757178,2009,1500000.0
35453,Honda,1800.0,44117.354648850705,2011,1750000.0
35454,Suzuki,1000.0,25202.815557146263,2017,1600000.0
35455,Nissan,1200.0,5530.203610912272,2018,2900000.0
35456,Nissan,3000.0,7642.865664519208,2012,3000000.0
35457,Suzuki,1000.0,51987.02079853654,1989,890000.0
35458,Mitsubishi,2500.0,65982.16416129802,1988,1550000.0
35459,Toyota,1600.0,74564.54306848007,2012,1950000.0
35460,Toyota,1500.0,55923.40730136005,2015,2550000.0
35461,Toyota,2700.0,74564.54306848007,1998,3950000.0
35462,Suzuki,800.0,43495.98345661337,2016,850000.0
35463,Honda,1300.0,55923.40730136005,2015,2100000.0
35464,Toyota,2000.0,31068.559611866698,1999,1000000.0
35465,Suzuki,800.0,49709.69537898671,2017,975000.0
35466,Honda,1300.0,9.32056788356001,2007,1200000.0
35467,Suzuki,1000.0,58408.89207030939,2015,1250000.0
35468,Changan,1000.0,108.73995864153343,2021,1950000.0
35469,Mitsubishi,2000.0,62137.119223733396,1987,965000.0
35470,Suzuki,1000.0,47845.58180227471,2014,1100000.0
35471,Suzuki,1000.0,40389.12749542671,2014,1070000.0
35472,Honda,1500.0,49088.32418674938,2014,3400000.0
35473,Toyota,2500.0,7953.551260637874,2018,14200000.0
35474,Mitsubishi,660.0,7767.1399029666745,2018,1950000.0
35475,Toyota,2800.0,20505.24934383202,2020,7800000.0
35476,Toyota,2700.0,124274.23844746679,1989,1500000.0
35477,Mitsubishi,1300.0,124085.96297621887,2005,950000.0
35478,Suzuki,1000.0,621.371192237334,2007,600000.0
35479,Toyota,1300.0,49709.69537898671,2005,1330000.0
35480,Toyota,1600.0,70214.94472281873,2011,2175000.0
35481,Toyota,1800.0,41010.49868766404,2018,3750000.0
35482,Honda,1500.0,19.262506959357353,2021,3529999.9999999995
35483,Suzuki,1000.0,0.621371192237334,2021,1960000.0
35484,Toyota,1500.0,91962.93645112542,2013,2350000.0
35485,Suzuki,1000.0,85749.22452875208,2007,760000.0
35486,Toyota,2500.0,4970.969537898672,2015,3200000.0
35487,Suzuki,1300.0,55923.40730136005,2011,1250000.0
35488,Toyota,2000.0,6213.711922373339,2001,1250000.0
35489,Changan,1000.0,0.621371192237334,2021,1625000.0
35490,Honda,1800.0,69158.61369601527,2014,2750000.0
35491,Toyota,4000.0,96312.53479678676,2006,5900000.0
35492,Toyota,1300.0,40389.12749542671,2019,2850000.0
35493,Suzuki,1000.0,67108.08876163207,2016,1415000.0
35494,Honda,1800.0,57787.52087807206,2011,1975000.0
35495,Toyota,1600.0,86991.96691322674,2012,2190000.0
35496,Toyota,1300.0,72079.05829953073,2011,1500000.0
35497,Hyundai,1000.0,118060.52652509345,2001,675000.0
35498,Honda,1600.0,102526.2467191601,1997,815000.0
35499,Toyota,1800.0,17398.39338264535,2017,6100000.0
35500,Suzuki,800.0,59030.26326254672,2014,850000.0
35501,Toyota,1000.0,73943.17187624273,2007,1370000.0
35502,MG,1500.0,310.685596118667,2021,5900000.0
35503,Suzuki,1000.0,26097.590073968026,2020,1850000.0
35504,Honda,1300.0,58408.89207030939,2007,1430000.0
35505,Honda,1800.0,12427.423844746678,2020,4250000.0
35506,Honda,1300.0,51478.11779209417,2016,2100000.0
35507,Mercedes,1500.0,14602.223017577347,2016,13000000.0
35508,Toyota,1600.0,5.592340730136005,2021,3695000.000000001
35509,Toyota,2700.0,21.126620536069353,2021,10400000.0
35510,Mitsubishi,2000.0,54059.29372464805,1993,1775000.0
35511,Honda,2000.0,88234.70929770141,2003,1775000.0
35512,Toyota,1000.0,43495.98345661337,2017,2715000.0
35513,KIA,2000.0,5.592340730136005,2021,5900000.0
35514,Toyota,1000.0,7442.784140618785,2018,2575000.0
35515,Honda,1800.0,3728.2271534240035,2021,4480000.0
35516,Toyota,1300.0,96933.90598902409,2011,1520000.0
35517,Suzuki,1000.0,0.621371192237334,2021,1919000.0
35518,Suzuki,1000.0,50952.437763461385,2016,1320000.0
35519,Toyota,2800.0,5.592340730136005,2021,8250000.0
35520,Suzuki,1000.0,36039.52914976537,2008,800000.0
35521,Toyota,1000.0,33554.044380816034,2018,2715000.0
35522,Audi,1400.0,6213.711922373339,2019,13500000.0
35523,Honda,1300.0,26718.96126620536,2018,2430000.0
35524,MG,1500.0,5.592340730136005,2021,6000000.0
35525,Suzuki,1000.0,55923.40730136005,2001,550000.0
35526,Toyota,1800.0,29204.446035154695,2018,3850000.0
35527,Suzuki,800.0,11184.681460272011,2010,610000.0
35528,Mercedes,1800.0,124274.23844746679,1998,1250000.0
35529,Toyota,1600.0,24233.476497256022,2019,3350000.0
35530,Honda,1800.0,40389.12749542671,2016,3429999.9999999995
35531,Toyota,1600.0,68350.83114610674,2017,2570000.0
35532,Toyota,1800.0,26097.590073968026,2018,3745000.000000001
35533,Toyota,1600.0,372.82271534240033,2021,3950000.0
35534,Toyota,1300.0,70243.52779766165,2011,1875000.0
35535,Honda,1800.0,7900.113338105463,2020,4300000.0
35536,Suzuki,1300.0,162799.2523661815,2004,850000.0
35537,Mercedes,1800.0,142915.3742145868,2006,2750000.0
35538,Honda,1300.0,93205.67883560009,2006,1550000.0
35539,Suzuki,1400.0,40389.12749542671,2020,2280000.0
35540,Suzuki,800.0,41631.86987990137,2012,815000.0
35541,Toyota,1800.0,26097.590073968026,2018,3700000.0
35542,Daihatsu,1000.0,2344.433508311461,2021,4350000.0
35543,Toyota,1800.0,105633.10268034677,2015,2500000.0
35544,Suzuki,1000.0,28583.074842917362,2018,1745000.0
35545,Toyota,1800.0,71457.6871072934,2010,2175000.0
35546,Suzuki,1000.0,111.8468146027201,2021,2100000.0
35547,Honda,1500.0,42874.61226437604,2014,3950000.0
35548,Toyota,2700.0,99419.39075797342,2004,7100000.0
35549,Daihatsu,800.0,28893.76043903603,2007,850000.0
35550,Suzuki,800.0,24854.847689493356,2011,520000.0
35551,Suzuki,1000.0,52816.551340173384,2014,1250000.0
35552,Toyota,2000.0,48466.952994512045,2005,1975000.0
35553,Honda,1300.0,103768.98910363477,2012,1895000.0
35554,Toyota,1300.0,59030.26326254672,2013,1900000.0
35555,Honda,1800.0,70525.6303189374,2008,2175000.0
35556,Toyota,1800.0,57942.86367613139,2010,2080000.0
35557,Suzuki,1300.0,63580.56450330072,2013,1325000.0
35558,Mitsubishi,660.0,57166.149685834724,2010,1350000.0
35559,Toyota,1800.0,26097.590073968026,2019,3795000.000000001
35560,Suzuki,1000.0,31068.559611866698,2007,575000.0
35561,Toyota,1600.0,39146.38511095204,2017,2975000.0
35562,Suzuki,1000.0,52816.551340173384,1988,550000.0
35563,Daihatsu,660.0,45981.46822556271,2007,1100000.0
35564,Honda,1800.0,13892.617116042313,2020,4150000.0
35565,Range,3600.0,77671.39902966675,2007,4795000.0
35566,Nissan,1000.0,46198.94814284578,1999,869999.9999999999
35567,Suzuki,660.0,84446.2091386304,2011,1350000.0
35568,Toyota,1300.0,17398.39338264535,2020,3250000.0
35569,Toyota,2700.0,68972.20233834407,2013,5200000.0
35570,Toyota,1300.0,96312.53479678676,2013,2150000.0
35571,Mazda,660.0,15534.279805933349,2018,1750000.0
35572,Toyota,1800.0,37903.64272647737,2017,5200000.0
35573,Suzuki,660.0,55302.03610912272,2013,1380000.0
35574,Suzuki,1000.0,27961.703650680025,2018,1635000.0000000002
35575,Honda,1500.0,74564.54306848007,2014,2085000.0
35576,Suzuki,1000.0,62137.119223733396,2008,850000.0
35577,Toyota,2700.0,63602.31249502903,2009,9800000.0
35578,Toyota,1500.0,59030.26326254672,2002,2150000.0
35579,Suzuki,660.0,2485.484768949336,2021,1650000.0
35580,Toyota,3000.0,108739.95864153343,1996,3200000.0
35581,Honda,1300.0,6.2137119223733395,2021,2810000.0
35582,Toyota,1000.0,66486.71756939474,2004,1375000.0
35583,Honda,1500.0,37282.27153424003,2017,3600000.0
35584,Toyota,1500.0,149129.08613696013,2004,1900000.0
35585,Suzuki,1300.0,31068.559611866698,2018,1825000.0
35586,Toyota,1800.0,15534.279805933349,2018,6000000.0
35587,Hyundai,2000.0,15.534279805933348,2021,7100000.0
35588,Toyota,4600.0,24854.847689493356,2016,34000000.0
35589,Toyota,1800.0,1677.7022190408015,2020,4185000.0
35590,Toyota,4600.0,45981.46822556271,2009,18600000.0
35591,KIA,2000.0,3728.2271534240035,2021,5900000.0
35592,Toyota,1600.0,53239.08375089477,2012,2550000.0
35593,Honda,1300.0,24854.847689493356,2018,2450000.0
35594,Toyota,1300.0,0.621371192237334,1995,1100000.0
35595,Honda,1300.0,4349.598345661338,2005,1110000.0
35596,Suzuki,800.0,62137.119223733396,2015,650000.0
35597,Honda,1800.0,13732.30334844508,2016,3365000.0
35598,Ford,1300.0,8.699196691322674,1993,1100000.0
35599,Toyota,1600.0,8.699196691322674,2004,1280000.0
35600,Toyota,1500.0,103147.61791139744,1992,950000.0
35601,Toyota,1000.0,43495.98345661337,2014,2075000.0
35602,Toyota,1300.0,73943.17187624273,2010,1675000.0
35603,Toyota,2700.0,43495.98345661337,2020,7450000.0
35604,Toyota,1600.0,43495.98345661337,2018,3225000.0
35605,Toyota,1300.0,40389.12749542671,2016,2575000.0
35606,KIA,2000.0,3417.5415573053365,2021,5780000.0
35607,Honda,1800.0,143536.74540682413,2009,1750000.0
35608,Honda,1500.0,21126.620536069353,2017,4250000.0
35609,Honda,1700.0,124274.23844746679,2003,1200000.0
35610,Honda,1300.0,12427.423844746678,2020,2700000.0
35611,Toyota,2700.0,41942.55547602004,2008,7500000.0
35612,Honda,1800.0,111846.8146027201,2001,1050000.0
35613,Mercedes,1600.0,52474.79718444285,2016,9500000.0
35614,Toyota,1300.0,106875.84506482143,2007,1490000.0
35615,Nissan,1600.0,31689.93080410403,2017,3200000.0
35616,Subaru,660.0,19883.878151594687,2018,2250000.0
35617,Honda,1600.0,146022.23017577347,2004,1350000.0
35618,Toyota,4600.0,49709.69537898671,2013,20500000.0
35619,Toyota,1500.0,32746.261830907497,2018,4100000.0
35620,Toyota,1300.0,22555.77427821522,2018,3075000.0
35621,Toyota,1500.0,97555.27718126142,2010,2095000.0
35622,Toyota,3000.0,100662.1331424481,2011,4500000.0
35623,Toyota,1800.0,21747.991728306686,2020,4050000.0
35624,Suzuki,1000.0,46602.839417800045,2008,595000.0
35625,Honda,1300.0,44738.725841088046,2016,2350000.0
35626,Honda,1800.0,17.39839338264535,2021,4440000.0
35627,Mitsubishi,1300.0,75807.28545295473,2010,1625000.0
35628,KIA,1000.0,37592.9571303587,2019,2025000.0
35629,Honda,1800.0,9941.939075797343,2020,4150000.0
35630,Suzuki,800.0,27961.703650680025,2015,760000.0
35631,Toyota,1300.0,59651.634454784056,2002,1750000.0
35632,Honda,1800.0,46602.839417800045,2015,2450000.0
35633,Honda,1500.0,122410.12487075478,2002,800000.0
35634,Toyota,1000.0,113089.55698719478,2008,1599000.0
35635,Toyota,1300.0,43495.98345661337,2017,2530000.0
35636,Honda,1500.0,93205.67883560009,2000,850000.0
35637,Suzuki,1000.0,8077.825499085341,2021,2375000.0
35638,Mercedes,1600.0,6213.711922373339,2018,12000000.0
35639,Suzuki,800.0,6213.711922373339,2009,800000.0
35640,Toyota,1300.0,7642.865664519208,2007,1500000.0
35641,Subaru,660.0,91341.56525888809,2006,915000.0
35642,Daihatsu,660.0,24544.16209337469,2014,2365000.0
35643,Toyota,2700.0,6959.35735305814,2019,8800000.0
35644,Toyota,2500.0,73943.17187624273,2006,2685000.0
35645,Suzuki,1000.0,74564.54306848007,2003,980000.0
35646,Honda,1300.0,52816.551340173384,2014,2120000.0
35647,Toyota,1600.0,55.92340730136005,2021,4125000.0
35648,Honda,1300.0,62137.119223733396,2004,1420000.0
35649,Toyota,3000.0,62137.119223733396,2005,6800000.0
35650,Toyota,1000.0,21747.991728306686,2016,2650000.0
35651,Honda,1500.0,186411.35767120018,2000,880000.0000000001
35652,Honda,1300.0,50331.06657122405,2013,1800000.0
35653,Toyota,2800.0,6.2137119223733395,2021,10800000.0
35654,Toyota,1000.0,51573.80895569872,2007,1350000.0
35655,Toyota,1800.0,39767.75630318937,2018,3470000.0000000005
35656,Toyota,2700.0,93205.67883560009,2015,4600000.0
35657,Honda,1500.0,68350.83114610674,2005,1600000.0
35658,Suzuki,800.0,55302.03610912272,2013,720000.0
35659,Honda,1600.0,62137.119223733396,2001,1050000.0
35660,Honda,1600.0,76710.75916646782,2000,1050000.0
35661,Suzuki,800.0,55923.40730136005,2012,705000.0
35662,Suzuki,800.0,55923.40730136005,2012,705000.0
35663,Honda,1500.0,16777.022190408017,2018,3200000.0
35664,Honda,1300.0,31689.93080410403,2017,2350000.0
35665,Suzuki,660.0,2796.170365068003,2021,1975000.0
35666,Honda,1800.0,58408.89207030939,2015,2850000.0
35667,Toyota,1300.0,63379.86160820806,2013,1975000.0
35668,Changan,1500.0,310.685596118667,2021,2900000.0
35669,Toyota,3400.0,85749.22452875208,2004,7200000.0
35670,Toyota,1300.0,93205.67883560009,2006,1400000.0
35671,Toyota,1300.0,214.37306132188021,2007,1349000.0
35672,Suzuki,1300.0,9320.567883560008,2018,1925000.0
35673,Toyota,2700.0,46602.839417800045,2009,12500000.0
35674,Nissan,660.0,65243.97518492006,2014,1250000.0
35675,Changan,1500.0,0.621371192237334,2021,2950000.0
35676,Toyota,1800.0,77671.39902966675,2014,2500000.0
35677,Hyundai,2000.0,6.2137119223733395,2021,6450000.0
35678,Toyota,1300.0,76.42865664519208,2006,1195000.0
35679,Toyota,1300.0,60583.691243140056,2007,1560000.0
35680,Suzuki,1000.0,76.42865664519208,2009,745000.0
35681,Mercedes,2000.0,52816.551340173384,2011,6950000.0
35682,Haval,1500.0,3.1068559611866697,2021,6225000.0
35683,Toyota,1600.0,111846.8146027201,2013,2550000.0
35684,Suzuki,1000.0,93205.67883560009,2009,730000.0
35685,Suzuki,1300.0,46602.839417800045,2017,1590000.0
35686,Honda,1500.0,71457.6871072934,2014,2050000.0
35687,Toyota,1300.0,22369.362920544023,2019,2850000.0
35688,Suzuki,660.0,93205.67883560009,2014,1750000.0
35689,Honda,1500.0,49088.32418674938,2015,3520000.0000000005
35690,Honda,1300.0,86.99196691322675,2004,1240000.0
35691,Suzuki,1000.0,16181.74858824465,2016,1495000.0
35692,Toyota,1800.0,29515.13163127336,2018,3520000.0000000005
35693,Honda,1600.0,186411.35767120018,2005,1150000.0
35694,Suzuki,660.0,55923.40730136005,2016,1650000.0
35695,Toyota,1300.0,14912.908613696014,2020,2900000.0
35696,Mitsubishi,2400.0,200702.89509265887,1992,1550000.0
35697,Honda,1300.0,63379.86160820806,2007,2050000.0
35698,Toyota,3000.0,77050.02783742941,2009,2400000.0
35699,Honda,1800.0,62137.119223733396,2010,1800000.0
35700,Suzuki,880.0,34175.41557305337,2019,1125000.0
35701,Toyota,1800.0,78292.77022190408,2015,3150000.0
35702,Toyota,2700.0,93205.67883560009,2000,3050000.0
35703,Toyota,1000.0,62137.119223733396,2013,2085000.0
35704,Honda,1800.0,40389.12749542671,2019,3900000.0
35705,Toyota,1300.0,19883.878151594687,2017,2925000.0
35706,Land,2600.0,49709.69537898671,2003,2190000.0
35707,Honda,660.0,14912.908613696014,2017,1550000.0
35708,Honda,1300.0,242334.76497256022,2004,1130000.0
35709,Honda,1300.0,43495.98345661337,2005,1125000.0
35710,KIA,2000.0,14726.497256024813,2021,5550000.0
35711,Honda,1300.0,83885.11095204008,2008,1460000.0
35712,Honda,1800.0,74564.54306848007,2007,1625000.0
35713,Toyota,1600.0,49709.69537898671,2016,2730000.0
35714,Toyota,1600.0,77671.39902966675,2002,2000000.0
35715,Honda,1300.0,70525.6303189374,2014,1975000.0
35716,Audi,1200.0,33554.044380816034,2016,5500000.0
35717,Chery,800.0,44505.71164399904,2006,520000.0
35718,Suzuki,1000.0,7642.865664519208,2006,625000.0
35719,Honda,1600.0,62137.119223733396,1999,850000.0
35720,KIA,2000.0,12427.423844746678,2020,5500000.0
35721,Toyota,1300.0,31068.559611866698,2018,2880000.0
35722,Toyota,2700.0,62758.49041597073,2013,5800000.0
35723,Suzuki,800.0,16155.650998170682,2007,675000.0
35724,Honda,1500.0,29825.817227392028,2018,2700000.0
35725,Toyota,1300.0,72700.42949176807,1999,935000.0
35726,Suzuki,800.0,56606.91561282112,2013,765000.0
35727,Suzuki,1000.0,94041.4230891593,2006,635000.0
35728,Toyota,1000.0,13670.166229221346,2018,2720000.0
35729,Toyota,1300.0,69593.5735305814,2016,2680000.0
35730,Toyota,1300.0,68723.65386144913,2012,2000000.0
35731,Suzuki,1000.0,68350.83114610674,2010,780000.0
35732,Toyota,1300.0,170877.07786526682,1997,1050000.0
35733,Nissan,660.0,12427.423844746678,2019,2345000.0
35734,Daihatsu,660.0,86991.96691322674,2008,1070000.0
35735,Honda,1300.0,20232.46739043983,2018,2500000.0
35736,Toyota,2700.0,14912.908613696014,2018,23900000.0
35737,Suzuki,660.0,27340.332458442692,2017,2490000.0
35738,Toyota,1300.0,93205.67883560009,2010,1700000.0
35739,Suzuki,660.0,1864.1135767120018,2021,1670000.0
35740,Toyota,1500.0,44738.725841088046,2016,3600000.0
35741,Toyota,1000.0,105633.10268034677,2010,1625000.0
35742,Honda,1300.0,64001.232800445396,2005,1100000.0
35743,Honda,1300.0,108739.95864153343,2014,1920000.0
35744,Daihatsu,660.0,39146.38511095204,2014,1500000.0
35745,Honda,1500.0,26718.96126620536,2019,7250000.0
35746,Mercedes,1800.0,55302.03610912272,2006,2275000.0
35747,Suzuki,1000.0,31068.559611866698,2006,620000.0
35748,Toyota,1500.0,74564.54306848007,1988,720000.0
35749,Suzuki,1000.0,86991.96691322674,2016,1249000.0
35750,Suzuki,660.0,114332.29937166945,2018,2000000.0
35751,Honda,1800.0,137392.00568678914,2007,1410000.0
35752,Honda,1300.0,85749.22452875208,2006,1300000.0
35753,Toyota,1800.0,61515.748031496056,2014,2750000.0
35754,Suzuki,1000.0,62137.119223733396,1993,650000.0
35755,Honda,1800.0,1864.1135767120018,2020,4400000.0
35756,Suzuki,800.0,12427.423844746678,2016,825000.0
35757,Suzuki,800.0,50952.437763461385,2008,590000.0
35758,Toyota,1300.0,23612.10530501869,2019,2990000.0
35759,Mitsubishi,3000.0,62137.119223733396,1993,2450000.0
35760,Toyota,1300.0,34175.41557305337,2018,3000000.0
35761,Toyota,1300.0,53748.608128529384,2017,2400000.0
35762,Suzuki,800.0,18641.135767120017,2016,730000.0
35763,Suzuki,800.0,2292.859699355762,2008,570000.0
35764,Suzuki,1300.0,74564.54306848007,2010,1325000.0
35765,Honda,1500.0,83885.11095204008,2014,3100000.0
35766,Toyota,1800.0,60894.37683925872,2016,3120000.0
35767,Suzuki,1600.0,124274.23844746679,2003,700000.0
35768,Mitsubishi,1500.0,116817.78414061878,2012,1375000.0
35769,Nissan,660.0,74564.54306848007,2013,1200000.0
35770,Suzuki,1000.0,9.32056788356001,2021,2525000.0
35771,Toyota,3000.0,60894.37683925872,1996,3000000.0
35772,Honda,1500.0,55923.40730136005,2016,3600000.0
35773,Honda,1500.0,59030.26326254672,2002,925000.0
35774,Suzuki,1300.0,87613.33810546408,2007,970000.0
35775,Suzuki,660.0,1864.1135767120018,2016,2300000.0
35776,Honda,1800.0,55302.03610912272,2011,1750000.0
35777,MG,1500.0,6.2137119223733395,2021,5775000.0
35778,Toyota,1600.0,0.621371192237334,2021,4090000.0
35779,Suzuki,1300.0,31068.559611866698,2016,1575000.0
35780,Toyota,1300.0,15447.287839020122,2017,2880000.0
35781,Mercedes,2000.0,49088.32418674938,2011,8000000.0
35782,Toyota,2500.0,55923.40730136005,2015,16500000.0
35783,Toyota,2700.0,52195.18014793605,2015,6300000.0
35784,Mercedes,2000.0,46602.839417800045,2014,11000000.0
35785,Toyota,1000.0,39767.75630318937,2010,1900000.0
35786,Honda,1600.0,113089.55698719478,2003,1085000.0
35787,Honda,1300.0,49709.69537898671,2014,2000000.0
35788,Suzuki,800.0,42253.241072138706,2015,790000.0
35789,Toyota,1800.0,54059.29372464805,2018,4900000.0
35790,Suzuki,800.0,57166.149685834724,2007,650000.0
35791,Suzuki,1000.0,29204.446035154695,2004,580000.0
35792,Nissan,1500.0,82642.36856756541,2010,2200000.0
35793,Suzuki,660.0,54991.35051300405,2007,1130000.0
35794,Toyota,1000.0,1168.1778414061878,2019,2850000.0
35795,Mercedes,1800.0,41010.49868766404,2011,7700000.0
35796,Suzuki,1300.0,118060.52652509345,2005,650000.0
35797,Toyota,2700.0,9941.939075797343,2016,18700000.0
35798,Hyundai,2500.0,310.685596118667,2021,8200000.0
35799,Toyota,4600.0,16777.022190408017,2015,34000000.0
35800,Daihatsu,660.0,118292.29797979798,2016,1610000.0000000002
35801,Toyota,1800.0,21747.991728306686,2017,5900000.0
35802,Honda,1800.0,6.2137119223733395,2021,4450000.0
35803,Honda,1300.0,44702.686311938276,2015,2200000.0
35804,Toyota,1000.0,10426.608605742464,2019,2730000.0
35805,Suzuki,1000.0,60202.790702298575,2018,1775000.0
35806,Toyota,1300.0,29204.446035154695,2020,2700000.0
35807,Suzuki,1000.0,34802.37910602084,2018,2050000.0
35808,Toyota,1600.0,34175.41557305337,2018,3375000.0
35809,Suzuki,800.0,49432.563827248865,2015,975000.0
35810,Suzuki,1000.0,0.621371192237334,2021,2020000.0
35811,Suzuki,1300.0,45049.41143720671,2018,1785000.0000000002
35812,Toyota,1500.0,99419.39075797342,2010,1685000.0000000002
35813,Honda,1300.0,186411.35767120018,1988,565000.0
35814,Toyota,1000.0,121167.38248628011,2010,1660000.0000000002
35815,Honda,1300.0,10.563310268034677,2007,1280000.0
35816,Toyota,1300.0,118060.52652509345,2011,1590000.0
35817,Toyota,1800.0,54556.39067843792,2016,3279999.9999999995
35818,Toyota,1300.0,27338.46834486598,2018,3020000.0
35819,Toyota,4000.0,61515.748031496056,2012,12700000.0
35820,Honda,1800.0,15534.279805933349,2017,3600000.0
35821,Toyota,1600.0,9.32056788356001,2021,3685000.0
35822,Honda,1300.0,62056.34096874254,2015,2300000.0
35823,Daihatsu,660.0,12427.423844746678,2015,940000.0
35824,Toyota,1300.0,67853.73419231687,2003,1850000.0
35825,Nissan,660.0,52816.551340173384,2016,1310000.0
35826,Toyota,1500.0,13048.795036984013,2020,3200000.0
35827,Toyota,1300.0,59478.27189214984,2012,1900000.0
35828,Nissan,660.0,80649.63115406028,2016,1560000.0
35829,KIA,2000.0,3.1068559611866697,2021,5950000.0
35830,Suzuki,660.0,96549.27722102919,2004,700000.0
35831,Toyota,1300.0,121167.38248628011,2012,1940000.0
35832,Honda,1800.0,83263.73975980275,2013,2300000.0
35833,Toyota,1000.0,23487.831066571223,2018,2365000.0
35834,Honda,1600.0,0.621371192237334,1992,710000.0
35835,Daihatsu,660.0,67263.4315596914,2015,1590000.0
35836,Toyota,1300.0,23612.10530501869,2015,2750000.0
35837,Toyota,1800.0,13048.795036984013,2012,3450000.0
35838,Honda,1300.0,31068.559611866698,2016,2250000.0
35839,Honda,1500.0,42253.241072138706,2015,3080000.0
35840,Suzuki,800.0,26097.590073968026,2016,840000.0
35841,Toyota,1300.0,13048.795036984013,2020,2650000.0
35842,Toyota,1500.0,31.068559611866696,2021,3285000.0
35843,Toyota,3000.0,43495.98345661337,2017,6590000.000000001
35844,Honda,1800.0,34175.41557305337,2012,2575000.0
35845,KIA,2000.0,13048.795036984013,2019,5500000.0
35846,Suzuki,800.0,52816.551340173384,2008,630000.0
35847,Toyota,1300.0,72700.42949176807,2012,1900000.0
35848,Nissan,1200.0,19759.603913147217,2017,2785000.0
35849,Suzuki,800.0,62137.119223733396,2006,550000.0
35850,Honda,1600.0,109361.32983377077,2006,1320000.0
35851,Honda,1800.0,49709.69537898671,2013,2550000.0
